nOrgNum,sCommonName,sFormulaMolec,source_file,sCASRegistryNum
19,hexahexacontane,C66H134,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7005852.xml,
4,2-methylbenzaldehyde,C8H8O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700612b.xml,
5,3-methylbenzaldehyde,C8H8O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700612b.xml,
8,3-methoxybenzaldehyde,C8H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700612b.xml,
12,3'-methylacetophenone,C9H10O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700612b.xml,
5,"2,2-dimethylpropanamide",C5H11NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700662a.xml,
7,octanamide,C8H17NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700662a.xml,
8,decanamide,C10H21NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700662a.xml,
9,dodecanamide,C12H25NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700662a.xml,
10,hexadecanamide,C16H33NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700662a.xml,
11,octadecanamide,C18H37NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700662a.xml,
12,docosanamide,C22H45NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700662a.xml,
1,9-[2-bis(pivaloyloxymethyl)phosphonmethoxyethyl]adenine,C20H32N5O8P,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700664g.xml,
1,"2,4-dinitroanisole",C7H6N2O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7006764.xml,
2,1-butyl-3-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C11H17F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700693z.xml,
3,1-hexyl-3-ethylimidazolium bis(trifluoromethylsulfonyl)imide,C13H21F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700693z.xml,
4,1-butyl-3-ethylimidazolium hexafluorophosphate,C9H17F6N2P,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700693z.xml,
1,cesium trifluoroacetate,C2CsF3O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700703h.xml,
3,potassium Salt of B-alanine,C3H6KNO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700699u.xml,
4,potassium Salt of 6-aminohexanoic acid,C6H12KNO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700699u.xml,
5,potassium (S)-2-amino-3-carboxypropanoate,C4H6KNO4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700699u.xml,
7,potassium (S)-2-amino-4-carboxybutanoate,C5H8KNO4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700699u.xml,
8,potassium salt of DL-methionine,C5H10KNO2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700699u.xml,
10,potassium L-phenylalaninate,C9H10KNO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700699u.xml,
2,"pentacyclo[7.3.1.1(4,12).0(2,7).0(6,11)]tetradecane",C14H20,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700709m.xml,
4,"1,3-dimethylimidazolium thiocyanate",C6H9N3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700707y.xml,
6,1-butylpyridinium trifluorotris(perfluoroethyl)phosphate,C15H14F18NP,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700707y.xml,
16,1-(cyanomethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)imide,C9H13F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700707y.xml,
17,1-(cyanomethyl)pyridin-1-ium bis((trifluoromethyl)sulfonyl)amide,C9H7F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700707y.xml,
1,acesulfame potassium,C4H4KNO4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je700713q.xml,
9,Losartan potassium,C22H22ClKN6O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7007236.xml,
1,rifapentine,C47H64N4O12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je7007457.xml,
1,menadione sodium bisulfite,C11H9NaO5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800022j.xml,
1,phenyl phosphorodichloridite,C6H5Cl2OP,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8000427.xml,
1,"cis-1,2-cyclohexanediol",C6H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800047t.xml,
2,"trans-1,4-cyclohexanediol",C6H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800047t.xml,
1,diphenylphosphinic acid,C12H11O2P,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800049b.xml,
1,decyldimethylphosphine oxide,C12H27OP,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800085u.xml,
3,tetrapropyl silicate,C12H28O4Si,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800086s.xml,
4,tetrabutyl silicate,C16H36O4Si,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800086s.xml,
5,amyl orthosilicate,C20H44O4Si,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800086s.xml,
6,hexyl silicate,C24H52O4Si,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800086s.xml,
7,heptyl orthosilicate,C28H60O4Si,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800086s.xml,
8,octyl orthosilicate,C32H68O4Si,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800086s.xml,
9,tetranonoxysilane,C36H76O4Si,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800086s.xml,
10,decyl orthosilicate,C40H84O4Si,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800086s.xml,
3,tripotassium citrate monohydrate,C6H7K3O8,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800092p.xml,
1,heptane-d16,C7D16,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
5,octane-d18,C8D18,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
7,p-xylene-d10,C8D10,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
11,decane-d22,C10D22,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
12,naphthalene-d8,C10D8,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
14,"1,1'-biphenyl-d10",C12D10,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
16,hexamethylbenzene-d18,C12D18,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
18,phenanthrene-d10,C14D10,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
20,anthracene-d10,C14D10,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
23,acenaphthene-d10,C12D10,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
25,"1,1':4',1''-terphenyl-d14",C18D14,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
27,chrysene-d12,C18D12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
29,perylene-d12,C20D12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
31,hexane-d14,C6D14,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
36,o-xylene-d10,C8D10,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800091s.xml,
2,1-chloro-2-propanol,C3H7ClO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800122x.xml,
3,"propane, 2,2'-oxybis[2-chloro-",C6H12Cl2O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800122x.xml,
1,"Cadmate(2-), dichlorobis(3-pyridinecarboxylato-N1)-, dihydrogen, (T-4)-",C12H10CdCl2N2O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800141t.xml,
5,"4-(1,1-dimethylethyl)pyridine",C9H13N,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800155q.xml,
7,"pyridine, 2,4,6-tris(1,1-dimethylethyl)-",C17H29N,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800155q.xml,
15,tetraethylammonium bis[(trifluoromethyl)sulfonyl]imide,C10H20F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800152d.xml,
16,tetramethylammonium bis[(trifluoromethyl)sulfonyl]imide,C6H12F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800152d.xml,
17,tetrapropylammonium bis[(trifluoromethyl)sulfonyl]imide,C14H28F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800152d.xml,
18,tetrabutylammonium bis[(trifluoromethyl)sulfonyl]imide,C18H36F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800152d.xml,
20,"1-butyl-2,3-dimethylimidazolium picrate",C15H19N5O7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800152d.xml,
21,1-butyl-3-methylimidazolium picrate,C14H17N5O7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800152d.xml,
22,1-hexyl-3-methylimidazolium picrate,C16H21N5O7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800152d.xml,
23,1-octyl-3-methylimidazolium picrate,C18H25N5O7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800152d.xml,
1,"11-beta-Hydroxypregna-1,4,16-triene-3,20-dione",C21H26O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800174u.xml,
1,oxymatrine,C15H24N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800179c.xml,
1,pravastatin sodium,C23H35NaO7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800196k.xml,
5,"(3,4-dimethoxyphenyl)acetonitrile",C10H11NO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800203s.xml,
1,"4,4'-bis((4-morpholino-6-(p-sulphonatoanilino)-1,3,5-triazin-2-yl)amino)stilbene-2,2'-disulphonate",C40H36N12O14S4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8002145.xml,
1,tricesium hexachlorocerate,CeCl6Cs3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8002223.xml,
1,mercuric difluoride,F2Hg,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800231f.xml,
2,mercury fluoride (Hg2F2),F2Hg2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800231f.xml,
2,"phenanthro[1,2-b]furan-10,11-dione, 6,7,8,9-tetrahydro-1,6,6-trimethyl-",C19H18O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800238y.xml,
1,cadmium difluoride,CdF2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800242n.xml,
3,"2,4-dihdroxy-5-iodo-1-.beta.-D-ribofurnosylpyrimidine",C9H11IN2O6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800243y.xml,
4,5-bromouridine,C9H11BrN2O6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800243y.xml,
5,5-iodo-2'-deoxyuridine,C9H11IN2O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800243y.xml,
6,5-bromo-2'-deoxyuridine,C9H11BrN2O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800243y.xml,
4,"1,4-bis(butylamino)anthracene-9,10-dione",C22H26N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800252z.xml,
5,C.I. 61555,C24H30N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800252z.xml,
6,"1,4-bis(isopropylamino)anthraquinone",C20H22N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800252z.xml,
7,"1,4-bis-(octylamino)-9,10-anthraquinone",C30H42N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800252z.xml,
1,propylferrocene,C13H16Fe,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800266e.xml,
2,propanoylferrocene,C13H14FeO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800266e.xml,
2,"tetradecahydro-4,5,12-metheno-2,9,7-[1,2,3]propanetriylanthracene",C18H24,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800277a.xml,
3,tetramantane,C22H28,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800277a.xml,
4,"3,5,1,7-[1,2,3,4]butanetetraylnaphthalen-1(2H)-ol, octahydro-",C14H20O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800277a.xml,
5,"1,6-dihydroxyl diamantane",C14H20O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800277a.xml,
1,tobramycin,C18H37N5O9,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800309t.xml,
1,biphenylene,C12H8,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
4,1-methyl-9H-fluorene,C14H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
5,benzo[def]fluorene,C15H10,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
6,2-phenyl-1H-indene,C15H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
7,1-methylanthracene,C15H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
10,1-methylphenanthrene,C15H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
14,benzo[b]fluorene,C17H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
21,benzo[e]pyrene,C20H12,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
25,"dibenz[a,c]anthracene",C22H14,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800300x.xml,
1,1-(2-dimethylaminoethyl)-5-mercapto-1H-tetrazole,C5H11N5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8003244.xml,
3,5-thianonane,C8H18S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800340v.xml,
1,Pyoluteorin,C11H7Cl2NO3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800369k.xml,
5,N-methylimidazolium dibutylphosphate,C12H25N2O4P,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800376f.xml,
2,"2,3:6,7-dibenzanthracene",C22H14,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800382b.xml,
2,"2,3,4-trihydroxybenzophenone",C13H10O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800388y.xml,
4,"2,2',4,4'-tetrahydroxybenzophenone",C13H10O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800388y.xml,
2,"(22E)-ergosta-5,7,22-trien-3.beta.-ol",C28H44O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800395m.xml,
3,.beta.-sitosterol,C29H50O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800395m.xml,
4,"(22E)-stigmasta-5,22-dien-3.beta.-ol",C29H48O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800395m.xml,
1,ammonium perfluorooctanoate,C8H4F15NO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800418m.xml,
1,"2,2'-oxybis[N,N-diethylacetamide]",C12H24N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800434j.xml,
2,"2,2'-oxybis[N,N-dibutylacetamide]",C20H40N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800434j.xml,
3,"2,2'-oxybis[N,N-dihexylacetamide]",C28H56N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800434j.xml,
1,nesquehonite,CH6MgO6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800438p.xml,
4,5-hydroxy-1-tetralone,C10H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8004408.xml,
5,6-hydroxy-1-tetralone,C10H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8004408.xml,
3,1-pentyl-4-(4-propylcyclohexyl)-benzene,C20H32,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800439e.xml,
1,"1,1'-di(2-carboxyethyl)-2,2'-biimidazole",C12H14N4O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8004535.xml,
5,N-(bis(dimethylamino)methylene)-2-hydroxy-N-(2-hydroxypropyl)propan-1-aminium tetrafluoroborate,C11H26BF4N3O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8005166.xml,
4,L-aspartoylbisglycine,C8H13N3O6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800527p.xml,
5,L-glutamoylbisglycine,C9H15N3O6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800527p.xml,
6,glycyl-L-cysteinylglycine,C7H13N3O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800527p.xml,
7,glycyl-L-histidylglycine,C10H15N5O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800527p.xml,
9,bis(benzoxazolyl-2-methyl) sulfide,C16H12N2O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8005419.xml,
1,enrofloxacin sodium,C19H21FN3NaO3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8005826.xml,
1,"1,4-dithiacyclohexane",C4H8S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800586u.xml,
11,1-(2-methoxyethyl)-3-methyl-imidazolium tetrafluoroborate,C7H13BF4N2O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800596c.xml,
5,nitrilotriacetic acid,C6H9NO6,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800615s.xml,
2,"1-butyl-2,3-dimethylimidazolium azide",C9H17N5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800636k.xml,
1,"1,5-diaminobromo-4,8-dihydroxyanthraquinone",C14H9BrN2O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800646h.xml,
2,"1,2-difluorobenzene",C6H4F2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
3,"1,3-difluorobenzene",C6H4F2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
4,"1,4-difluorobenzene",C6H4F2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
5,"1,2,3-trifluorobenzene",C6H3F3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
6,"1,2,4-trifluorobenzene",C6H3F3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
7,"1,3,5-trifluorobenzene",C6H3F3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
8,"1,2,3,4-tetrafluorobenzene",C6H2F4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
9,"1,2,3,5-tetrafluorobenzene",C6H2F4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
10,"1,2,4,5-tetrafluorobenzene",C6H2F4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006474.xml,
2,"dipentyl 2,2'-oxydiacetate",C14H26O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800683e.xml,
3,"diheptyl 2,2'-oxydiacetate",C18H34O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800683e.xml,
4,"dinonyl 2,2'-oxydiacetate",C22H42O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800683e.xml,
5,"diundecyl 2,2'-oxydiacetate",C26H50O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800683e.xml,
6,"ditridecyl 2,2'-oxydiacetate",C30H58O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800683e.xml,
7,"dipentadecyl 2,2'-oxydiacetate",C34H66O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800683e.xml,
1,indinavir sulfate,C36H49N5O8S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800689a.xml,
2,1-butyl-3-methylimidazolium 2-(2-ethoxyethoxy)ethylsulfate,C14H28N2O6S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8006937.xml,
1,podophyllotoxin,C22H22O8,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8007028.xml,
1,chloroquine diphosphate,C18H32ClN3O8P2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8007099.xml,
9,N-butyl-3-methylpyridinium methylsulfate,C11H19NO4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800710p.xml,
12,1-butyl-1-methylpyrrolidinium thiocyanate,C10H20N2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800710p.xml,
13,1-butyl-1-methylpyrrolidinium trifluoroacetate,C11H20F3NO2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800710p.xml,
4,"4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid, 6-[[[3-(2-chlorophenyl)-5-methyl-4-isoxazolyl]carbonyl]amino]-3,3-dimethyl-",C19H18ClN3O5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800730k.xml,
2,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-N-hexyl-N-(pyridin-4-yl)octanamide",C19H17F15N2O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800737d.xml,
3,N-hexyl-N-(pyridin-4-yl)octanamide,C19H32N2O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800737d.xml,
4,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-N-(pyridin-4-yl)octanamide",C13H5F15N2O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800737d.xml,
1,difloxacin,C21H19F2N3O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800742d.xml,
1,2-pyridinamine,C5H6N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800768x.xml,
1,valsartan,C24H29N5O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8007815.xml,
2,1-methylheptylamine,C8H19N,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800786k.xml,
1,".beta.,.beta.-carotene-4,4'-dione",C40H52O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800801x.xml,
1,"sodium (6S,7S)-7-{[(2S)-2-{[(4-ethyl-2,3-dioxopiperazin-1-yl)carbonyl]amino}-2-(4-hydroxyphenyl)acetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",C25H26N9NaO8S2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800837z.xml,
1,tiamulin hydrogen fumarate,C32H51NO8S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800838w.xml,
2,triphenylphosphine oxide,C18H15OP,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800842z.xml,
1,3-butyl-1-methyl-1H-imidazolium tetrabromocobaltate(II),C16H30Br4CoN4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800846j.xml,
4,1-methyl-3-octylimidazolium methyl sulfate,C13H26N2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800863c.xml,
6,1-methyl-3-octylimidazolium ethyl sulfate,C14H28N2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800863c.xml,
5,sulfaquinoxaline,C14H12N4O2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800867a.xml,
1,hydroxylammonium hydrogen sulfate,H5NO5S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8008649.xml,
5,barium benzoate,C14H10BaO4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800876t.xml,
2,trimipramine maleate,C24H30N2O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8008864.xml,
1,"1,1'-(butane-1,4-diyl)-bis(pyridinium) dihexafluorophosphate",C14H18F12N2P2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800893n.xml,
4,"5-ethyl-5-phenyl-2,4,6-(1H,3H,5H)pyrmidinetrione",C12H12N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800931z.xml,
5,cyclopropanecarboxylic acid,C4H6O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800930v.xml,
1,dinitrogen pentoxide,N2O5,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800971f.xml,
1,"tricyclo[5.2.1.0(2,6)]decane",C10H16,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800984q.xml,
1,diisobutyl ether,C8H18O,C:\Users\harry\.thermoml\extracted_xml\10.1021\je800998u.xml,
4,"phosphonic acid, methyl-, bis(1-methylethyl) ester",C7H17O3P,C:\Users\harry\.thermoml\extracted_xml\10.1021\je8010024.xml,
4,"1,3-benzodiazine",C8H6N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900034d.xml,
6,4-phenylpyrimidine,C10H8N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900034d.xml,
7,".gamma.,.gamma.'-bipyridyl",C10H8N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900034d.xml,
8,2-benzylpyridine,C12H11N,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900034d.xml,
9,"2,4'-bipyridine",C10H8N2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900034d.xml,
1,"1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanone",C14H16ClN3O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900045z.xml,
1,1-hexylpyridinium perrhenate,C11H18NO4Re,C:\Users\harry\.thermoml\extracted_xml\10.1021\je9000679.xml,
1,perfluorohexylethyl acrylate,C11H7F13O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900082g.xml,
2,"2-Propenoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl ester",C13H7F17O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900082g.xml,
3,perfluorodecylethyl acrylate,C15H7F21O2,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900082g.xml,
4,n-methyl perfluorooctane sulfonamide,C9H4F17NO2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900082g.xml,
5,n-ethyl perfluorooctane sulfonamide,C10H6F17NO2S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900082g.xml,
6,n-methyl perfluorooctane sulfonamidoethanol,C11H8F17NO3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900082g.xml,
7,n-ethyl perfluorooctane sulfonamido ethanol,C12H10F17NO3S,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900082g.xml,
5,2-fluorophenol,C6H5FO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je9000872.xml,
6,3-fluorophenol,C6H5FO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je9000872.xml,
1,triaquabenzoatocalcium monobenzoate,C14H16CaO7,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900088h.xml,
1,triphenyltin chloride,C18H15ClSn,C:\Users\harry\.thermoml\extracted_xml\10.1021\je9000944.xml,
2,"methane, chlorotriphenyl-",C19H15Cl,C:\Users\harry\.thermoml\extracted_xml\10.1021\je9000944.xml,
2,propenamide,C3H5NO,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900109b.xml,
1,trans-2-butenedioic acid,C4H4O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je9001637.xml,
1,gallium bromide,Br3Ga,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900182h.xml,
2,"3,5-dimethoxybenzoic acid",C9H10O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900190n.xml,
4,4-(acetyloxy)benzoic acid,C9H8O4,C:\Users\harry\.thermoml\extracted_xml\10.1021\je900190n.xml,
